adresse,nom,description,dpt,chemin_groupe,piece_fonction,fonctions,appareils,emplacement_appareil
3/7/4,Studio - Reserve - Autres,,,Ouvrant Volet > Volet autres,,,,
3/7/5,Cuisine - Volet Ã©vier - Autres,Cuisine Volet Cuisine,,Ouvrant Volet > Volet autres,,,,
3/7/6,Salon - Volet Fenêtre - Autres,,,Ouvrant Volet > Volet autres,,,,
3/7/7,Bureau salon - Volet Fenêtre - Autres,,,Ouvrant Volet > Volet autres,,,,
3/7/8,Salle de Bain visiteur - Volet Fenêtre - Autres,,,Ouvrant Volet > Volet autres,,,,
3/7/9,Bureau - Volet Fenêtre - Autres,,DPST-1-1,Ouvrant Volet > Volet autres,Villa Bulle / Maison principale / 2_Etage / Bureau,Volet Bureau (sun protection),"Interrupteur Bureau
 / Zone 3",Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/7/10,Chambre Léane - Volet Petite Fenêtre - Autres,,DPST-1-1,Ouvrant Volet > Volet autres,Villa Bulle / Maison principale / 2_Etage / Chambre Léane,Volet Léane Est (sun protection),Zone 3,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/7/11,Chambre Léane - Volet Grande Fenêtre - Autres,,DPST-1-1,Ouvrant Volet > Volet autres,Villa Bulle / Maison principale / 2_Etage / Chambre Léane,Volet Léane Sud (sun protection),Zone 3,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/7/12,Chambre Parent - Volet Grande Fenêtre - Autres,,DPST-1-1,Ouvrant Volet > Volet autres,Villa Bulle / Maison principale / 2_Etage / Chambre Parents,Volet Parents (sun protection),Chambe Parents / Zone 3,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique; Villa Bulle / Maison principale / 2_Etage / Chambre Parents
3/7/13,Chambre Lily - Volet Petite Fenêtre - Autres,,DPST-1-1,Ouvrant Volet > Volet autres,Villa Bulle / Maison principale / 2_Etage / Chambre Lily,Volet Ouest (sun protection),Zone 4,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/7/14,Chambre Lily - Volet Grande Fenêtre - Autres,,DPST-1-1,Ouvrant Volet > Volet autres,Villa Bulle / Maison principale / 2_Etage / Chambre Lily,Volet Sud (sun protection),Zone 4,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/7/15,Salle de Bain - Volet Petite Fenêtre - Autres,,DPST-1-1,Ouvrant Volet > Volet autres,Villa Bulle / Maison principale / 2_Etage / Salle de Bain principale,Volet Salle de bain (sun protection),Interrupteurs Salle de Bain étage / Zone 4,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
3/7/16,Chambre Léane - 2 Volets - Autres,,DPST-1-8,Ouvrant Volet > Volet autres,Villa Bulle / Maison principale / 2_Etage / Chambre Léane,Volets tous Léane (sun protection),Chambe Léane / Zone 3,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique; Villa Bulle / Maison principale / 2_Etage / Chambre Léane
3/7/17,Chambre Lily - 2 Volets - Autres,,DPST-1-7,Ouvrant Volet > Volet autres,Villa Bulle / Maison principale / 2_Etage / Chambre Lily,Volets tous Lily (sun protection),Interrupteurs Chambre Lily	 / Zone 4,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique; Villa Bulle / Maison principale / 2_Etage / Chambre Lily
3/7/18,température actuelle,,DPST-9-1,Ouvrant Volet > Volet autres,,,,
3/7/19,point de consigne de température,,DPST-9-1,Ouvrant Volet > Volet autres,,,,
3/7/20,variable en continu,,DPST-5-1,Ouvrant Volet > Volet autres,,,,
3/7/21,mode opérationnel,,DPST-20-102,Ouvrant Volet > Volet autres,,,,
3/7/22,contact vitre,,DPST-1-19,Ouvrant Volet > Volet autres,,,,
4/0/1,Studio Salon/Cuisine - Statut commande chauffage,,,Chauffage > Chauffage Statut commande chauffage,,,,
4/0/2,Studio Salle de Bain - Statut commande chauffage,,,Chauffage > Chauffage Statut commande chauffage,,,,
4/0/3,Studio Chambre - Statut commande chauffage,,,Chauffage > Chauffage Statut commande chauffage,,,,
4/0/4,Entrée - Statut commande chauffage,,,Chauffage > Chauffage Statut commande chauffage,,,,
4/0/5,Local Techique - Statut commande chauffage,,,Chauffage > Chauffage Statut commande chauffage,,,,
4/0/6,Cuisine - Statut commande chauffage,Cuisine Chauffage Cuisine,DPST-1-1,Chauffage > Chauffage Statut commande chauffage,Villa Bulle / Maison principale / 1_RDC / Cuisine,Chauffage Cuisine (heating (continuous variable)),,
4/0/7,Salle à Manger - Statut commande chauffage,,,Chauffage > Chauffage Statut commande chauffage,Villa Bulle / Maison principale / 1_RDC / Salle à Manger,chauffage Table (heating (continuous variable)),,
4/0/8,Espace central - Statut commande chauffage,,,Chauffage > Chauffage Statut commande chauffage,Villa Bulle / Maison principale / 1_RDC / Salle à Manger,chauffage Espace Central (heating (continuous variable)),,
4/0/9,Salon - Statut commande chauffage,,,Chauffage > Chauffage Statut commande chauffage,,,,
4/0/10,Bibliothèque - Statut commande chauffage,,,Chauffage > Chauffage Statut commande chauffage,,,,
4/0/11,Salle de Bain invité - Statut commande chauffage,,,Chauffage > Chauffage Statut commande chauffage,,,,
4/0/12,Bureau - Statut commande chauffage,,DPST-1-11,Chauffage > Chauffage Statut commande chauffage,Villa Bulle / Maison principale / 2_Etage / Bureau,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/0/13,Chambre Léane - Statut commande chauffage,,DPST-1-11,Chauffage > Chauffage Statut commande chauffage,Villa Bulle / Maison principale / 2_Etage / Chambre Léane,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/0/14,Chambre Parent - Statut commande chauffage,,DPST-1-11,Chauffage > Chauffage Statut commande chauffage,Villa Bulle / Maison principale / 2_Etage / Chambre Parents,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/0/15,Chambre Lily - Statut commande chauffage,,DPST-1-11,Chauffage > Chauffage Statut commande chauffage,Villa Bulle / Maison principale / 2_Etage / Chambre Lily,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/0/16,Salle de Bain - Statut commande chauffage,,DPST-1-5,Chauffage > Chauffage Statut commande chauffage,Villa Bulle / Maison principale / 2_Etage / Salle de Bain principale,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/0/17,réserve - Statut commande chauffage,,,Chauffage > Chauffage Statut commande chauffage,,,,
4/1/1,Studio Salon/Cuisine - Température actuelle,,,Chauffage > Chauffage Température actuelle,,,,
4/1/2,Studio Salle de Bain - Température actuelle,,,Chauffage > Chauffage Température actuelle,,,,
4/1/3,Studio Chambre - Température actuelle,,,Chauffage > Chauffage Température actuelle,,,,
4/1/4,Entrée - Température actuelle,,,Chauffage > Chauffage Température actuelle,,,,
4/1/5,Local Techique - Température actuelle,,DPST-9-1,Chauffage > Chauffage Température actuelle,,,,
4/1/6,Cuisine - Température actuelle,Cuisine Chauffage Cuisine,DPST-9-1,Chauffage > Chauffage Température actuelle,Villa Bulle / Maison principale / 1_RDC / Cuisine,Chauffage Cuisine (heating (continuous variable)),Chauffage RDC / DI-42,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/1/7,Salle à Manger - Température actuelle,Salle à Manger chauffage Table,DPST-9-1,Chauffage > Chauffage Température actuelle,Villa Bulle / Maison principale / 1_RDC / Salle à Manger,chauffage Table (heating (continuous variable)),Chauffage RDC,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/1/8,Espace central - Température actuelle,Salle à Manger chauffage Espace Central,DPST-9-1,Chauffage > Chauffage Température actuelle,Villa Bulle / Maison principale / 1_RDC / Salle à Manger,chauffage Espace Central (heating (continuous variable)),Chauffage RDC / DI-42,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/1/9,Salon - Température actuelle,Salon chauffage Salon,DPST-9-1,Chauffage > Chauffage Température actuelle,Villa Bulle / Maison principale / 1_RDC / Salon,chauffage Salon (heating (continuous variable)),DI-42,
4/1/10,Bibliothèque - Température actuelle,,DPST-9-1,Chauffage > Chauffage Température actuelle,,,DI-42,
4/1/11,Salle de Bain invité - Température actuelle,,DPST-9-1,Chauffage > Chauffage Température actuelle,,,DI-42,
4/1/12,Bureau - Température actuelle,,DPST-9-1,Chauffage > Chauffage Température actuelle,Villa Bulle / Maison principale / 2_Etage / Bureau,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/1/13,Chambre Léane - Température actuelle,,DPST-9-1,Chauffage > Chauffage Température actuelle,Villa Bulle / Maison principale / 2_Etage / Chambre Léane,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage / Régulateur de température - Chambre Léane,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique; Villa Bulle / Maison principale / 2_Etage / Chambre Léane
4/1/14,Chambre Parent - Température actuelle,,DPST-9-1,Chauffage > Chauffage Température actuelle,Villa Bulle / Maison principale / 2_Etage / Chambre Parents,chauffage (variable en continu) (heating (continuous variable)),"Chauffage Etage / Régulateur de température - Chambre Parents
",Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique; Villa Bulle / Maison principale / 2_Etage / Chambre Parents
4/1/15,Chambre Lily - Température actuelle,,DPST-9-1,Chauffage > Chauffage Température actuelle,Villa Bulle / Maison principale / 2_Etage / Chambre Lily,chauffage (variable en continu) (heating (continuous variable)),"Chauffage Etage / Régulateur de température - Chambre Lily
",Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique; Villa Bulle / Maison principale / 2_Etage / Chambre Lily
4/1/16,Salle de Bain - Température actuelle,Salle de Bain invité chauffage Sallle de Bain invité,DPST-9-1,Chauffage > Chauffage Température actuelle,Villa Bulle / Maison principale / 1_RDC / Salle de Bain invité; Villa Bulle / Maison principale / 2_Etage / Salle de Bain principale,chauffage (variable en continu) (heating (continuous variable)) / chauffage Sallle de Bain invité (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/1/17,réserve - Température actuelle,,,Chauffage > Chauffage Température actuelle,,,,
4/2/1,Studio Salon/Cuisine - Température cible,,,Chauffage > Chauffage Température cible,,,,
4/2/2,Studio Salle de Bain - Température cible,,,Chauffage > Chauffage Température cible,,,,
4/2/3,Studio Chambre - Température cible,,,Chauffage > Chauffage Température cible,,,,
4/2/4,Entrée - Température cible,,,Chauffage > Chauffage Température cible,,,,
4/2/5,Local Techique - Température cible,,,Chauffage > Chauffage Température cible,,,,
4/2/6,Cuisine - Température cible,Cuisine Chauffage Cuisine,DPST-9-1,Chauffage > Chauffage Température cible,Villa Bulle / Maison principale / 1_RDC / Cuisine,Chauffage Cuisine (heating (continuous variable)),Chauffage RDC,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/2/7,Salle à Manger - Température cible,,DPST-9-1,Chauffage > Chauffage Température cible,Villa Bulle / Maison principale / 1_RDC / Salle à Manger,chauffage Table (heating (continuous variable)),Chauffage RDC,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/2/8,Espace central - Température cible,,DPST-9-2,Chauffage > Chauffage Température cible,Villa Bulle / Maison principale / 1_RDC / Salle à Manger,chauffage Espace Central (heating (continuous variable)),Chauffage RDC,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/2/9,Salon - Température cible,,,Chauffage > Chauffage Température cible,,,,
4/2/10,Bibliothèque - Température cible,,,Chauffage > Chauffage Température cible,,,,
4/2/11,Salle de Bain invité - Température cible,,,Chauffage > Chauffage Température cible,,,,
4/2/12,Bureau - Température cible,,DPST-9-1,Chauffage > Chauffage Température cible,Villa Bulle / Maison principale / 2_Etage / Bureau,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/2/13,Chambre Léane - Température cible,,DPST-9-1,Chauffage > Chauffage Température cible,Villa Bulle / Maison principale / 2_Etage / Chambre Léane,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/2/14,Chambre Parent - Température cible,,DPST-9-1,Chauffage > Chauffage Température cible,Villa Bulle / Maison principale / 2_Etage / Chambre Parents,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/2/15,Chambre Lily - Température cible,,DPST-9-1,Chauffage > Chauffage Température cible,Villa Bulle / Maison principale / 2_Etage / Chambre Lily,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/2/16,Salle de Bain - Température cible,,DPST-9-1,Chauffage > Chauffage Température cible,Villa Bulle / Maison principale / 2_Etage / Salle de Bain principale,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/2/17,réserve - Température cible,,,Chauffage > Chauffage Température cible,,,,
4/3/1,Studio Salon/Cuisine - Delta Température cible,,,Chauffage > Chauffage Delta température cible,,,,
4/3/2,Studio Salle de Bain - Delta Température cible,,,Chauffage > Chauffage Delta température cible,,,,
4/3/3,Studio Chambre - Delta Température cible,,,Chauffage > Chauffage Delta température cible,,,,
4/3/4,Entrée - Delta Température cible,,,Chauffage > Chauffage Delta température cible,,,,
4/3/5,Local Techique - Delta Température cible,,,Chauffage > Chauffage Delta température cible,,,,
4/3/6,Cuisine - Delta Température cible,Cuisine Chauffage Cuisine,DPST-9-2,Chauffage > Chauffage Delta température cible,Villa Bulle / Maison principale / 1_RDC / Cuisine,Chauffage Cuisine (heating (continuous variable)),Chauffage RDC,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/3/7,Salle à Manger - Delta Température cible,,DPST-9-2,Chauffage > Chauffage Delta température cible,Villa Bulle / Maison principale / 1_RDC / Salle à Manger,chauffage Table (heating (continuous variable)),Chauffage RDC,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/3/8,Espace central - Delta Température cible,,DPST-9-1,Chauffage > Chauffage Delta température cible,Villa Bulle / Maison principale / 1_RDC / Salle à Manger,chauffage Espace Central (heating (continuous variable)),Chauffage RDC,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/3/9,Salon - Delta Température cible,,,Chauffage > Chauffage Delta température cible,,,,
4/3/10,Bibliothèque - Delta Température cible,,,Chauffage > Chauffage Delta température cible,,,,
4/3/11,Salle de Bain invité - Delta Température cible,,,Chauffage > Chauffage Delta température cible,,,,
4/3/12,Bureau - Delta Température cible,,DPST-9-2,Chauffage > Chauffage Delta température cible,Villa Bulle / Maison principale / 2_Etage / Bureau,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/3/13,Chambre Léane - Delta Température cible,,DPST-9-2,Chauffage > Chauffage Delta température cible,Villa Bulle / Maison principale / 2_Etage / Chambre Léane,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/3/14,Chambre Parent - Delta Température cible,,DPST-9-2,Chauffage > Chauffage Delta température cible,Villa Bulle / Maison principale / 2_Etage / Chambre Parents,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/3/15,Chambre Lily - Delta Température cible,,DPST-9-2,Chauffage > Chauffage Delta température cible,Villa Bulle / Maison principale / 2_Etage / Chambre Lily,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/3/16,Salle de Bain - Delta Température cible,,DPST-9-2,Chauffage > Chauffage Delta température cible,Villa Bulle / Maison principale / 2_Etage / Salle de Bain principale,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/3/17,réserve - Delta Température cible,,,Chauffage > Chauffage Delta température cible,,,,
4/4/1,Studio Salon/Cuisine - Statut delta température cible,,,Chauffage > Chauffage Statut delta température cible,,,,
4/4/2,Studio Salle de Bain - Statut delta température cible,,,Chauffage > Chauffage Statut delta température cible,,,,
4/4/3,Studio Chambre - Statut delta température cible,,,Chauffage > Chauffage Statut delta température cible,,,,
4/4/4,Entrée - Statut delta température cible,,,Chauffage > Chauffage Statut delta température cible,,,,
4/4/5,Local Techique - Statut delta température cible,,,Chauffage > Chauffage Statut delta température cible,,,,
4/4/6,Cuisine - Statut delta température cible,Cuisine Chauffage Cuisine,DPST-9-2,Chauffage > Chauffage Statut delta température cible,Villa Bulle / Maison principale / 1_RDC / Cuisine,Chauffage Cuisine (heating (continuous variable)),,
4/4/7,Salle à Manger - Statut delta température cible,,,Chauffage > Chauffage Statut delta température cible,,,,
4/4/8,Espace central - Statut delta température cible,,,Chauffage > Chauffage Statut delta température cible,,,,
4/4/9,Salon - Statut delta température cible,,,Chauffage > Chauffage Statut delta température cible,,,,
4/4/10,Bibliothèque - Statut delta température cible,,,Chauffage > Chauffage Statut delta température cible,,,,
4/4/11,Salle de Bain invité - Statut delta température cible,,,Chauffage > Chauffage Statut delta température cible,,,,
4/4/12,Bureau - Statut delta température cible,,DPST-9-2,Chauffage > Chauffage Statut delta température cible,Villa Bulle / Maison principale / 2_Etage / Bureau,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/4/13,Chambre Léane - Statut delta température cible,,DPST-9-2,Chauffage > Chauffage Statut delta température cible,Villa Bulle / Maison principale / 2_Etage / Chambre Léane,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/4/14,Chambre Parent - Statut delta température cible,,DPST-9-2,Chauffage > Chauffage Statut delta température cible,Villa Bulle / Maison principale / 2_Etage / Chambre Parents,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/4/15,Chambre Lily - Statut delta température cible,,DPST-9-2,Chauffage > Chauffage Statut delta température cible,Villa Bulle / Maison principale / 2_Etage / Chambre Lily,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/4/16,Salle de Bain - Statut delta température cible,,DPST-9-2,Chauffage > Chauffage Statut delta température cible,Villa Bulle / Maison principale / 2_Etage / Salle de Bain principale,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/4/17,réserve - Statut delta température cible,,,Chauffage > Chauffage Statut delta température cible,,,,
4/5/1,Studio Salon/Cuisine - Température cible actuelle,,,Chauffage > Chauffage Température cible actuelle,,,,
4/5/2,Studio Salle de Bain - Température cible actuelle,,,Chauffage > Chauffage Température cible actuelle,,,,
4/5/3,Studio Chambre - Température cible actuelle,,,Chauffage > Chauffage Température cible actuelle,,,,
4/5/4,Entrée - Température cible actuelle,,,Chauffage > Chauffage Température cible actuelle,,,,
4/5/5,Local Techique - Température cible actuelle,,,Chauffage > Chauffage Température cible actuelle,,,,
4/5/6,Cuisine - Température cible actuelle,Cuisine Chauffage Cuisine,DPST-9-1,Chauffage > Chauffage Température cible actuelle,Villa Bulle / Maison principale / 1_RDC / Cuisine,Chauffage Cuisine (heating (continuous variable)),,
4/5/7,Salle à Manger - Température cible actuelle,,,Chauffage > Chauffage Température cible actuelle,,,,
4/5/8,Espace central - Température cible actuelle,,,Chauffage > Chauffage Température cible actuelle,,,,
4/5/9,Salon - Température cible actuelle,,,Chauffage > Chauffage Température cible actuelle,,,,
4/5/10,Bibliothèque - Température cible actuelle,,,Chauffage > Chauffage Température cible actuelle,,,,
4/5/11,Salle de Bain invité - Température cible actuelle,,,Chauffage > Chauffage Température cible actuelle,,,,
4/5/12,Bureau - Température cible actuelle,,DPST-9-1,Chauffage > Chauffage Température cible actuelle,Villa Bulle / Maison principale / 2_Etage / Bureau,chauffage (variable en continu) (heating (continuous variable)),,
4/5/13,Chambre Léane - Température cible actuelle,,,Chauffage > Chauffage Température cible actuelle,Villa Bulle / Maison principale / 2_Etage / Chambre Léane,chauffage (variable en continu) (heating (continuous variable)),,
4/5/14,Chambre Parent - Température cible actuelle,,DPST-9-1,Chauffage > Chauffage Température cible actuelle,Villa Bulle / Maison principale / 2_Etage / Chambre Parents,chauffage (variable en continu) (heating (continuous variable)),,
4/5/15,Chambre Lily - Température cible actuelle,,DPST-9-1,Chauffage > Chauffage Température cible actuelle,Villa Bulle / Maison principale / 2_Etage / Chambre Lily,chauffage (variable en continu) (heating (continuous variable)),,
4/5/16,Salle de Bain - Température cible actuelle,,,Chauffage > Chauffage Température cible actuelle,Villa Bulle / Maison principale / 2_Etage / Salle de Bain principale,chauffage (variable en continu) (heating (continuous variable)),,
4/5/17,réserve - Température cible actuelle,,,Chauffage > Chauffage Température cible actuelle,,,,
4/6/1,Studio Salon/Cuisine - Position valve,,,Chauffage > Chauffage Position valve,,,,
4/6/2,Studio Salle de Bain - Position valve,,,Chauffage > Chauffage Position valve,,,,
4/6/3,Studio Chambre - Position valve,,,Chauffage > Chauffage Position valve,,,,
4/6/4,Entrée - Position valve,,,Chauffage > Chauffage Position valve,,,,
4/6/5,Local Techique - Position valve,,,Chauffage > Chauffage Position valve,,,,
4/6/6,Cuisine - Position valve,Cuisine Chauffage Cuisine,DPST-5-1,Chauffage > Chauffage Position valve,Villa Bulle / Maison principale / 1_RDC / Cuisine,Chauffage Cuisine (heating (continuous variable)),Chauffage RDC,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/6/7,Salle à Manger - Position valve,,DPST-5-1,Chauffage > Chauffage Position valve,Villa Bulle / Maison principale / 1_RDC / Salle à Manger,chauffage Table (heating (continuous variable)),Chauffage RDC,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/6/8,Espace central - Position valve,,DPST-5-1,Chauffage > Chauffage Position valve,Villa Bulle / Maison principale / 1_RDC / Salle à Manger,chauffage Espace Central (heating (continuous variable)),Chauffage RDC,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/6/9,Salon - Position valve,,DPST-5-1,Chauffage > Chauffage Position valve,,,,
4/6/10,Bibliothèque - Position valve,,DPST-5-1,Chauffage > Chauffage Position valve,,,,
4/6/11,Salle de Bain invité - Position valve,,DPST-5-1,Chauffage > Chauffage Position valve,,,,
4/6/12,Bureau - Position valve,,DPST-5-1,Chauffage > Chauffage Position valve,Villa Bulle / Maison principale / 2_Etage / Bureau,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/6/13,Chambre Léane - Position valve,,DPST-5-1,Chauffage > Chauffage Position valve,Villa Bulle / Maison principale / 2_Etage / Chambre Léane,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/6/14,Chambre Parent - Position valve,,DPST-5-1,Chauffage > Chauffage Position valve,Villa Bulle / Maison principale / 2_Etage / Chambre Parents,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/6/15,Chambre Lily - Position valve,,DPST-5-1,Chauffage > Chauffage Position valve,Villa Bulle / Maison principale / 2_Etage / Chambre Lily,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/6/16,Salle de Bain - Position valve,,DPST-5-1,Chauffage > Chauffage Position valve,Villa Bulle / Maison principale / 2_Etage / Salle de Bain principale,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/6/17,réserve - Position valve,,,Chauffage > Chauffage Position valve,,,,
4/7/1,Studio Salon/Cuisine - Force position valve,,,Chauffage > Chauffage Force position valve,,,,
4/7/2,Studio Salle de Bain - Force position valve,,,Chauffage > Chauffage Force position valve,,,,
4/7/3,Studio Chambre - Force position valve,,,Chauffage > Chauffage Force position valve,,,,
4/7/4,Entrée - Force position valve,,,Chauffage > Chauffage Force position valve,,,,
4/7/5,Local Techique - Force position valve,,,Chauffage > Chauffage Force position valve,,,,
4/7/6,Cuisine - Force position valve,Cuisine Chauffage Cuisine,DPST-1-5,Chauffage > Chauffage Force position valve,Villa Bulle / Maison principale / 1_RDC / Cuisine,Chauffage Cuisine (heating (continuous variable)),Chauffage RDC,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/7/7,Salle à Manger - Force position valve,,DPST-1-5,Chauffage > Chauffage Force position valve,Villa Bulle / Maison principale / 1_RDC / Salle à Manger,chauffage Table (heating (continuous variable)),Chauffage RDC,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/7/8,Espace central - Force position valve,,DPST-1-5,Chauffage > Chauffage Force position valve,Villa Bulle / Maison principale / 1_RDC / Salle à Manger,chauffage Espace Central (heating (continuous variable)),Chauffage RDC,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/7/9,Salon - Force position valve,,DPST-1-5,Chauffage > Chauffage Force position valve,,,,
4/7/10,Bibliothèque - Force position valve,Bureau et Bibliothèque chauffage Bibliothèque,DPST-1-5,Chauffage > Chauffage Force position valve,Villa Bulle / Maison principale / 1_RDC / Bureau et Bibliothèque,chauffage Bibliothèque (heating (continuous variable)),,
4/7/11,Salle de Bain invité - Force position valve,,DPST-1-5,Chauffage > Chauffage Force position valve,,,,
4/7/12,Bureau - Force position valve,,DPST-1-5,Chauffage > Chauffage Force position valve,Villa Bulle / Maison principale / 2_Etage / Bureau,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
