adresse,nom,description,dpt,chemin_groupe,piece_fonction,fonctions,appareils,emplacement_appareil
0/0/1,SDB1 - Eclairage Spots - ON/OFF,,,Général > Salle de bain,,,,
0/0/3,SB1 - Volets,Volets,,Général > Salle de bain,,,,
0/0/4,Volet SDB - status current position,,DPST-5-1,Général > Salle de bain,,,,
0/0/11,Spot SDB Etat on-off,,,Général > Salle de bain,,,,
0/0/20,SDB1 - Bewegung,,,Général > Salle de bain,,,,
0/0/30,Chauffage RDC - xxx - Receive Temperature Value,,DPST-9-1,Général > Salle de bain,,,,
0/0/31,Chauffage RDC - xxx - Send Control Value Heating,,DPST-1-1,Général > Salle de bain,,,,
0/0/32,Chauffage RDC - xxx - Manual Setpoint shift,,DPST-9-2,Général > Salle de bain,,,,
0/0/33,Chauffage RDC - xxx - Send Status of setpoint shift,,DPST-9-2,Général > Salle de bain,,,,
0/0/34,Chauffage RDC - xxx - Mode Selection,,DPST-20-102,Général > Salle de bain,,,,
0/0/35,Chauffage RDC - xxx - Send Current Setpoint,,DPST-9-1,Général > Salle de bain,,,,
0/0/36,Chauffage RDC - xxx -,,,Général > Salle de bain,,,,
0/0/37,Chauffage RDC - xxx -,,,Général > Salle de bain,,,,
0/0/38,Chauffage RDC - xxx -  Forced Position,,DPST-1-5,Général > Salle de bain,,,,
0/0/39,Chauffage RDC - xxx -  Diagnosis Status,,DPST-16-1,Général > Salle de bain,,,,
0/0/40,Chauffage RDC - xxx - Receive Temperature Value,,DPST-9-1,Général > Salle de bain,,,,
0/0/41,Chauffage RDC - xxx - Send Control Value Heating,,DPST-1-1,Général > Salle de bain,,,,
0/0/42,Chauffage RDC - xxx - Manual Setpoint shift,,DPST-9-2,Général > Salle de bain,,,,
0/0/43,Chauffage RDC - xxx - Send Status of setpoint shift,,DPST-9-2,Général > Salle de bain,,,,
0/0/44,Chauffage RDC - xxx - Mode Selection,,DPST-20-102,Général > Salle de bain,,,,
0/0/45,Chauffage RDC - xxx - Send Current Setpoint,,DPST-9-1,Général > Salle de bain,,,,
0/0/46,Chauffage RDC - xxx -,,,Général > Salle de bain,,,,
0/0/47,Chauffage RDC - xxx -,,,Général > Salle de bain,,,,
0/0/48,Chauffage RDC - xxx -  Forced Position,,DPST-1-5,Général > Salle de bain,,,,
0/0/49,Chauffage RDC - xxx -  Diagnosis Status,,DPST-16-1,Général > Salle de bain,,,,
0/0/50,Chauffage RDC - xxx - Receive Temperature Value,,DPST-9-1,Général > Salle de bain,,,,
0/0/51,Chauffage RDC - xxx - Send Control Value Heating,,DPST-1-1,Général > Salle de bain,,,,
0/0/52,Chauffage RDC - xxx - Manual Setpoint shift,,DPST-9-2,Général > Salle de bain,,,,
0/0/53,Chauffage RDC - xxx - Send Status of setpoint shift,,DPST-9-2,Général > Salle de bain,,,,
0/0/54,Chauffage RDC - xxx - Mode Selection,,DPST-20-102,Général > Salle de bain,,,,
0/0/55,Chauffage RDC - xxx - Send Current Setpoint,,DPST-9-1,Général > Salle de bain,,,,
0/0/56,Chauffage RDC - xxx -,,,Général > Salle de bain,,,,
0/0/57,Chauffage RDC - xxx -,,,Général > Salle de bain,,,,
0/0/58,Chauffage RDC - xxx -  Forced Position,,DPST-1-5,Général > Salle de bain,,,,
0/0/59,Chauffage RDC - xxx -  Diagnosis Status,,DPST-16-1,Général > Salle de bain,,,,
0/0/60,Chauffage RDC - xxx - Receive Temperature Value,,DPST-9-1,Général > Salle de bain,,,,
0/0/61,Chauffage RDC - xxx - Send Control Value Heating,,DPST-1-1,Général > Salle de bain,,,,
0/0/62,Chauffage RDC - xxx - Manual Setpoint shift,,DPST-9-2,Général > Salle de bain,,,,
0/0/63,Chauffage RDC - xxx - Send Status of setpoint shift,,DPST-9-2,Général > Salle de bain,,,,
0/0/64,Chauffage RDC - xxx - Mode Selection,,DPST-20-102,Général > Salle de bain,,,,
0/0/65,Chauffage RDC - xxx - Send Current Setpoint,,DPST-9-1,Général > Salle de bain,,,,
0/0/66,Chauffage RDC - xxx -,,,Général > Salle de bain,,,,
0/0/67,Chauffage RDC - xxx -,,,Général > Salle de bain,,,,
0/0/68,Chauffage RDC - xxx -  Forced Position,,DPST-1-5,Général > Salle de bain,,,,
0/0/69,Chauffage RDC - xxx -  Diagnosis Status,,DPST-16-1,Général > Salle de bain,,,,
0/0/70,Chauffage RDC - xxx - Receive Temperature Value,,DPST-9-1,Général > Salle de bain,,,,
0/0/71,Chauffage RDC - xxx - Send Control Value Heating,,DPST-1-1,Général > Salle de bain,,,,
0/0/72,Chauffage RDC - xxx - Manual Setpoint shift,,DPST-9-2,Général > Salle de bain,,,,
0/0/73,Chauffage RDC - xxx - Send Status of setpoint shift,,DPST-9-2,Général > Salle de bain,,,,
0/0/74,Chauffage RDC - xxx - Mode Selection,,DPST-20-102,Général > Salle de bain,,,,
0/0/75,Chauffage RDC - xxx - Send Current Setpoint,,DPST-9-1,Général > Salle de bain,,,,
0/0/76,Chauffage RDC - xxx -,,,Général > Salle de bain,,,,
0/0/77,Chauffage RDC - xxx -  Control valve status,,DPST-20-102,Général > Salle de bain,,,,
0/0/78,Chauffage RDC - xxx -  Forced Position,,DPST-1-5,Général > Salle de bain,,,,
0/0/79,Chauffage RDC - xxx -  Diagnosis Status,,DPST-16-1,Général > Salle de bain,,,,
0/0/80,Chauffage RDC - xxx - Receive Temperature Value,,DPST-9-1,Général > Salle de bain,,,,
0/0/81,Chauffage RDC - xxx - Send Control Value Heating,,DPST-1-1,Général > Salle de bain,,,,
0/0/82,Chauffage RDC - xxx - Manual Setpoint shift,,DPST-9-2,Général > Salle de bain,,,,
0/0/83,Chauffage RDC - xxx - Send Status of setpoint shift,,DPST-9-2,Général > Salle de bain,,,,
0/0/84,Chauffage RDC - xxx - Mode Selection,,DPST-20-102,Général > Salle de bain,,,,
0/0/85,Chauffage RDC - xxx - Send Current Setpoint,,DPST-9-1,Général > Salle de bain,,,,
0/0/86,Chauffage RDC - xxx - Preset Setpoint,,DPST-9-1,Général > Salle de bain,,,,
0/0/87,Chauffage RDC - xxx -  Control valve status,,DPST-5-1,Général > Salle de bain,,,,
0/0/88,Chauffage RDC - xxx -  Forced Position,,DPST-1-5,Général > Salle de bain,,,,
0/0/89,Chauffage RDC - xxx -  Diagnosis Status,,DPST-16-1,Général > Salle de bain,,,,
0/0/90,Chauffage RDC - Mode Ete-Hiver,,DPST-1-1,Général > Salle de bain,,,,
0/1/1,Sous-Sol - Lumière - On-Off,,,Général > Général - Lumière,,,,
0/1/2,RDC - Lumière - On-Off,,,Général > Général - Lumière,,,,
0/1/3,Etage - Lumière - On-Off,,,Général > Général - Lumière,,,,
0/1/11,Sous-Sol - Lumière - Etat On-Off,,,Général > Général - Lumière,,,,
0/1/12,RDC - Lumière - Etat On-Off,,,Général > Général - Lumière,,,,
0/1/13,Etage - Lumière - Etat On-Off,,,Général > Général - Lumière,,,,
0/2/20,Sous-Sol - Ouvrant Store - Ouvert-Fermé,,,Général > Général - Ouvrant Store,,,,
0/2/21,RDC -Ouvrant Store - Ouvert-Fermé,,,Général > Général - Ouvrant Store,,,,
0/2/22,Etage - Ouvrant Store - Ouvert-Fermé,,,Général > Général - Ouvrant Store,,,,
0/3/1,Sous-Sol - Ouvrant Volet - Ouvert-Fermé,,,Général > Etage - Ouvrant Volet,,,,
0/3/2,RDC - Ouvrant Volet - Ouvert-Fermé,1_RDC Volets RDC Tous,DPST-1-8,Général > Etage - Ouvrant Volet,Villa Bulle / Maison principale / 1_RDC,Volets RDC Tous (sun protection),DI-42 / Zone 1 / Zone 2,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
0/3/3,Etage - Ouvrant Volet - Ouvert-Fermé,,DPST-1-8,Général > Etage - Ouvrant Volet,Villa Bulle / Maison principale / 2_Etage,Volets Etages Tous (sun protection),"Interrupteur Bureau
 / Zone 3 / Zone 4",Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
0/3/4,RDC Salon WC - Ouvrant Volet - Ouvert-Fermé,,DPST-1-8,Général > Etage - Ouvrant Volet,,,Zone 2 / interrupteur face au poêle,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique; Villa Bulle / Maison principale / 1_RDC / Salon
0/3/11,Sous-Sol - Ouvrant Volet - Stop,,,Général > Etage - Ouvrant Volet,,,,
0/3/12,RDC - Ouvrant Volet - Stop,,DPST-1-9,Général > Etage - Ouvrant Volet,,,Zone 2,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
0/3/13,Etage - Ouvrant Volet - Stop,,DPST-1-1,Général > Etage - Ouvrant Volet,Villa Bulle / Maison principale / 2_Etage,Volets Etages Tous (sun protection),Zone 3 / Zone 4,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
0/3/14,RDC Salon WC - Ouvrant Volet - Stop,,DPST-1-9,Général > Etage - Ouvrant Volet,,,Zone 2 / interrupteur face au poêle,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique; Villa Bulle / Maison principale / 1_RDC / Salon
0/4/1,Temperature extérieure,,,Général > Général - Chauffage,,,Régulateur de température - Chambre Léane,Villa Bulle / Maison principale / 2_Etage / Chambre Léane
0/4/2,Chauffage RDC - Mode Ete-Hiver,1_RDC chauffage RDC Central,DPST-1-1,Général > Général - Chauffage,Villa Bulle / Maison principale / 1_RDC,chauffage RDC Central (heating (continuous variable)),Chauffage RDC,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
0/4/12,Chauffage Etage - Mode Ete-Hiver,,DPST-1-1,Général > Général - Chauffage,,,Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
0/4/20,Chauffage Etage - Erreur au démarrage,,DPST-9-1,Général > Général - Chauffage,,,Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
1/0/0,Activation,,,Lumière > On-Off,,,,
1/0/1,Entrée - Lumière - On-Off,Entrée Lumière,DPST-1-1,Lumière > On-Off,Villa Bulle / Maison principale / 0_Sous-Sol / Entrée,Lumière (switchable light),Interrupteurs entrée principale / Zone 1 ,Villa Bulle / Maison principale / 0_Sous-Sol / Entrée; Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
1/0/2,Entrée - Lumière Auto - On-Off,Entrée Lumière,DPST-1-1,Lumière > On-Off,Villa Bulle / Maison principale / 0_Sous-Sol / Entrée,Lumière (switchable light),Détecteur entrée principale / Zone 1 ,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
1/0/3,Local Technique - Lumière 1 - On-Off,Local Technique Lumière,DPT-1,Lumière > On-Off,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique,Lumière (switchable light),Détecteur local technique / Zone 1 ,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
1/0/4,Local Technique - Lumière 2 - On-Off,Local Technique Lumière,DPT-1,Lumière > On-Off,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique,Lumière (switchable light),Interrupteur Local Technique,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique
1/0/5,Local Technique - Lumière 3 - On-Off,Local Technique Lumière,,Lumière > On-Off,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique,Lumière (switchable light),,
1/0/6,Garage - Lumière 1 - On-Off,Garage Lumière,DPST-1-1,Lumière > On-Off,Villa Bulle / Maison principale / 0_Sous-Sol / Garage,Lumière (switchable light),Détecteur Plafond Garage / Zone 5,Villa Bulle / Maison principale / 0_Sous-Sol / Garage; Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
1/0/7,Garage - Lumière 2 - On-Off,Garage Lumière,DPST-1-1,Lumière > On-Off,Villa Bulle / Maison principale / 0_Sous-Sol / Garage,Lumière (switchable light),Détecteur Plafond Garage / Zone 5,Villa Bulle / Maison principale / 0_Sous-Sol / Garage; Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
1/0/8,Garage - Lumière 3 - On-Off,Garage Lumière,,Lumière > On-Off,Villa Bulle / Maison principale / 0_Sous-Sol / Garage,Lumière (switchable light),,
1/0/9,Garage - Lumière 4 - On-Off,Garage Lumière,,Lumière > On-Off,Villa Bulle / Maison principale / 0_Sous-Sol / Garage,Lumière (switchable light),,
1/0/50,Escalier 1 - Lumière 1 - On-Off,,DPST-1-1,Lumière > On-Off,Villa Bulle / Maison principale / 0_Sous-Sol / Escalier vers RDC,éclairage appliques escalier RDC  (switchable light),Zone 1  / interrupteur face au poêle,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique; Villa Bulle / Maison principale / 1_RDC / Salon
1/0/51,Cuisine - Lumière 1 - On-Off,Cuisine éclairage commutation évier,DPST-1-1,Lumière > On-Off,Villa Bulle / Maison principale / 1_RDC / Cuisine,Eclairage Evier (switchable light),Interrupteur Cuisine Lumière et Volet vers evier / Zone 1 ,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique; Villa Bulle / Maison principale / 1_RDC / Cuisine
1/0/52,Cuisine - Lumière 2 - On-Off,Cuisine Eclairage Bar,DPST-1-1,Lumière > On-Off,Villa Bulle / Maison principale / 1_RDC / Cuisine,Eclairage Bar (switchable light),Interrupteur Cuisine Lumière et Volet vers evier / Zone 1,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique; Villa Bulle / Maison principale / 1_RDC / Cuisine
1/0/53,Cuisine - Lumière 3 - On-Off,Cuisine Eclairage Fenetre,DPST-1-1,Lumière > On-Off,Villa Bulle / Maison principale / 1_RDC / Cuisine,Eclairage Fenetre (switchable light),Interrupteur Cuisine Lumière et Volet vers evier / Interrupteurs Cuisine Volets et Lumières vers Bar / Zone 1,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique; Villa Bulle / Maison principale / 1_RDC / Cuisine
1/0/54,Cuisine - Lumière 4 - On-Off,Cuisine Eclairage Cuisine tous,DPST-1-1,Lumière > On-Off,Villa Bulle / Maison principale / 1_RDC / Cuisine,Eclairage Cuisine tous (switchable light),DI-42 / Interrupteur Cuisine Lumière et Volet vers evier / Zone 1 / Zone 1 ,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique; Villa Bulle / Maison principale / 1_RDC / Cuisine
1/0/55,Cuisine - Lumière 5 - On-Off,,DPST-1-1,Lumière > On-Off,,,Zone 1 / Zone 1 ,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
1/0/56,Cuisine - Lumière 6 - On-Off,,,Lumière > On-Off,,,,
1/0/57,Salle à manger - Lumière 1 - On-Off,Salle à Manger éclairage commutation,DPST-1-1,Lumière > On-Off,Villa Bulle / Maison principale / 1_RDC / Salle à Manger,éclairage commutation Table (switchable light),DI-42 / Interrupteur Salle à Manger côté terrasse / Zone 1 ,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique; Villa Bulle / Maison principale / 1_RDC / Salle à Manger
1/0/58,Salle à manger - Lumière 2 - On-Off,Salle à Manger éclairage commutation Espace Centra,DPST-1-1,Lumière > On-Off,Villa Bulle / Maison principale / 1_RDC / Salle à Manger,éclairage commutation Espace Central (switchable light),DI-42 / Zone 1 ,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
1/0/59,Salle à manger - Lumière 3 - On-Off,Salle à Manger éclairage commutation Espace Centra,,Lumière > On-Off,Villa Bulle / Maison principale / 1_RDC / Salle à Manger,éclairage commutation Espace Central (switchable light),,
1/0/60,Salon - Lumière 1 - On-Off,éclairage spots canapé,DPST-1-1,Lumière > On-Off,Villa Bulle / Maison principale / 1_RDC / Salon,éclairage spots canapé (switchable light),Zone 2 / interrupteur face au poêle,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique; Villa Bulle / Maison principale / 1_RDC / Salon
1/0/61,Salon - Lumière 2 - On-Off,Salon éclairage spots piano,DPST-1-1,Lumière > On-Off,Villa Bulle / Maison principale / 1_RDC / Bureau et Bibliothèque; Villa Bulle / Maison principale / 1_RDC / Salon,éclairage Spots bibliothèque (switchable light) / éclairage spots piano (switchable light),Zone 2 / interrupteur face au poêle,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique; Villa Bulle / Maison principale / 1_RDC / Salon
1/0/62,Salon - Lumière 3 - On-Off,,,Lumière > On-Off,,,,
1/0/63,Salon - Lumière 4 - On-Off,Salon éclairage spot placard,DPST-1-1,Lumière > On-Off,Villa Bulle / Maison principale / 1_RDC / Salon,éclairage spot placard (switchable light),Interrupteur Salle de Bain invité / Zone 2,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique; Villa Bulle / Maison principale / 1_RDC / Salle de Bain invité
1/0/64,Salon - Lumière 5 - On-Off,,DPST-1-1,Lumière > On-Off,,,,
1/0/65,Salon - Lumière 6 - On-Off,,,Lumière > On-Off,,,,
1/0/66,Salon - Lumière 7 - On-Off,,,Lumière > On-Off,,,,
1/0/67,Salle de Bain - Lumière 1 - On-Off,Salle de Bain invité éclairage commutation,DPST-1-1,Lumière > On-Off,Villa Bulle / Maison principale / 1_RDC / Salle de Bain invité,éclairage commutation (switchable light),Détecteur salle de bain invité / Interrupteur Salle de Bain invité / Zone 2,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique; Villa Bulle / Maison principale / 1_RDC / Salle de Bain invité
1/0/68,Salle de Bain - Lumière 2 - On-Off,,,Lumière > On-Off,,,,
1/0/100,Escalier 2 - Lumière 1 - On-Off,,,Lumière > On-Off,,,,
1/0/101,Escalier 2 - Lumière 2 - On-Off,,,Lumière > On-Off,,,,
1/0/102,Bureau - Lumière 1 - On-Off,,DPST-1-1,Lumière > On-Off,Villa Bulle / Maison principale / 2_Etage / Bureau,Eclairage Bureau (switchable light),"DI-55 / Interrupteur Bureau
 / Zone 3",Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
1/0/103,Bureau - Lumière 2 - On-Off,,,Lumière > On-Off,,,,
1/0/104,Chambre 1 - Lumière 1 - On-Off,,DPST-1-1,Lumière > On-Off,Villa Bulle / Maison principale / 2_Etage / Chambre Léane,Eclairage Chambre Léane (switchable light),Chambe Léane / Zone 3,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique; Villa Bulle / Maison principale / 2_Etage / Chambre Léane
1/0/105,Chambre 1 - Lumière 2- On-Off,,,Lumière > On-Off,,,,
